2.00	3.24
1.83	2.87
1.96	2.76
2.08	2.51
2.33	2.29
2.49	2.18
2.62	2.17
2.89	2.09
2.32	2.51
2.50	2.23
0.75	2.85
1.20	0.83
1.23	0.51
1.71	0.56
1.27	3.05
1.27	2.67
0.61	2.39
1.16	2.53
1.38	2.43
1.68	2.19
-0.01	-0.47
-0.31	-0.83
0.01	-0.91
0.29	-0.95
-0.87	-0.69
-0.89	-0.76
-0.80	-0.91
-0.90	-0.95
-0.84	-0.72
-0.81	-0.66
-2.39	-3.82
-5.11	-4.09
-5.01	-4.15
-9.30	-9.76
-4.83	-4.10
-4.76	-3.97
-4.72	-4.24
-4.51	-3.82
-4.47	-4.46
-6.62	-8.13
-4.36	-4.45
-5.87	-7.52
-5.49	-7.97
-6.14	-8.21
-4.24	-4.62
-1.92	-0.19
-3.47	-2.07
-5.05	-4.50
-1.76	-0.26
-1.66	-0.10
-2.01	-0.17
-4.84	-3.08
-2.21	-0.22
-2.45	-2.66
-3.44	-2.01
-3.18	-2.34
-4.02	-4.82
-3.85	-2.04
-3.64	-1.98
-4.68	-3.42
-3.53	-1.97
-3.41	-1.76
-3.29	-2.06
-2.89	-2.08
-3.04	-2.25
-4.58	-4.88
-6.70	-7.81
-6.47	-7.60
-6.36	-7.61
-6.16	-7.69
-6.21	-7.82
-2.78	-3.66
-3.32	-3.25
-2.93	-3.09
-3.10	-2.99
-2.83	-3.12
-2.86	-2.95
-2.57	-3.08
-2.55	-3.13
-4.50	-2.33
-4.39	-2.45
-3.23	-1.24
-7.40	-7.64
-4.29	-2.60
-4.07	-1.88
-3.66	-1.69
-4.70	-2.99
-5.57	-5.52
-5.49	-7.19
-4.63	-2.90
-4.77	-2.89
-4.94	-3.09
-4.68	-5.90
-3.89	-2.55
-3.85	-2.32
-3.64	-2.39
-4.10	-4.33
-3.71	-2.93
-3.34	-2.87
-3.14	-2.58
-3.08	-2.88
-4.12	-5.39
-3.59	-5.45
-1.05	-0.33
-2.55	-2.41
-1.83	-0.27
-1.43	0.34
-2.73	-1.70
-5.08	-3.91
-6.77	-5.28
-7.17	-5.75
-9.51	-12.31
-10.48	-12.63
-0.11	0.96
-0.78	-0.32
-1.36	-0.18
-1.07	-0.40
-0.63	0.88
-0.25	0.02
-1.95	-1.38
-0.27	0.80
-0.25	0.84
-1.17	-0.15
-0.76	0.71
-0.39	0.10
-1.12	-1.19
-1.36	-1.81
-1.01	-1.62
-0.82	0.37
-2.11	-1.36
-1.98	-2.23
-0.70	0.24
-0.56	0.11
-0.48	0.20
-0.41	0.00
-0.08	-0.14
-1.46	-2.03
-2.30	-3.24
1.79	1.60
-0.50	-0.05
3.16	3.26
-0.13	-0.42
0.05	0.23
1.77	1.14
-4.31	-5.64
-4.16	-5.49
-3.77	-7.36
-7.13	-9.77
-8.70	-9.35
-5.11	-3.44
-4.56	-2.44
-6.26	-6.93
-5.51	-5.28
-4.09	-4.86
-2.88	-2.31
-3.91	-5.48
-3.12	-2.08
-1.42	-0.76
-2.22	-2.58
-0.86	0.29
-2.37	-2.81
1.69	1.69
0.82	0.93
-5.22	-4.91
-3.95	-3.14
-4.74	-3.03
