2.47	2.27
3.22	3.77
3.94	4.32
4.78	4.33
5.50	4.41
6.36	6.88
7.07	6.89
3.77	3.67
4.24	4.32
2.35	2.19
3.85	5.32
4.69	9.74
4.92	10.00
1.54	1.55
2.41	3.16
2.71	3.19
3.19	3.15
3.27	3.61
4.62	4.41
0.50	-2.22
1.28	2.18
2.80	4.38
3.72	4.40
2.85	4.05
3.66	5.12
4.28	5.72
4.17	6.05
4.41	6.01
4.38	6.10
-1.24	-2.10
-0.65	-0.42
-1.86	-2.09
0.19	0.90
-0.14	0.73
0.99	0.91
0.27	0.99
1.93	2.26
2.07	2.97
2.70	3.57
2.62	3.97
2.71	4.11
2.70	3.97
3.51	3.57
0.14	-0.45
0.46	0.98
-0.16	-1.03
1.13	2.27
1.97	0.85
2.63	0.84
-0.29	0.86
1.28	3.21
3.02	4.35
0.69	0.93
1.44	2.25
2.11	3.66
-0.70	-0.47
0.14	0.84
0.33	0.83
0.82	1.03
0.95	2.25
1.73	2.51
1.64	3.14
2.61	2.73
-0.35	-1.16
0.39	0.86
1.22	0.92
2.06	2.40
2.61	3.17
0.04	-0.50
0.22	0.82
1.13	0.83
0.96	0.78
1.76	1.89
1.69	2.10
2.56	3.33
2.41	2.68
-0.41	-0.30
0.38	0.88
0.37	-0.50
-1.60	-1.69
1.04	0.96
0.68	0.84
2.36	3.26
0.64	1.94
0.30	-2.62
1.22	3.00
1.51	1.87
1.63	1.89
1.66	1.91
2.26	4.15
-0.74	1.72
-0.19	3.55
0.61	4.38
1.99	3.52
0.22	-0.32
1.10	0.88
1.09	-0.38
2.03	-0.39
2.47	3.15
3.44	5.10
2.41	2.23
2.66	5.21
3.74	5.05
0.19	0.89
-0.94	-0.74
-1.18	-1.57
1.88	3.29
1.88	3.14
1.02	1.42
3.09	4.36
1.71	2.13
2.74	3.14
1.95	2.05
3.44	4.28
2.58	5.00
2.79	3.86
2.59	3.06
2.54	1.96
2.85	1.87
3.36	2.60
3.88	5.16
4.65	6.01
4.66	6.14
1.61	1.47
2.07	2.25
3.64	4.29
2.20	3.09
2.86	2.34
2.92	2.76
3.75	4.18
4.60	4.66
4.00	5.33
5.17	6.19
2.54	2.80
1.47	2.21
1.66	2.91
3.14	1.98
4.29	3.92
4.31	3.20
0.50	0.72
0.96	2.30
1.99	1.82
3.46	4.01
1.16	1.47
-0.78	-0.86
-2.82	-0.82
0.89	-1.02
4.04	3.40
3.50	3.57
1.09	1.97
2.47	3.49
3.43	5.11
2.44	1.84
3.99	6.05
2.94	3.70
3.45	3.68
-0.44	-0.43
3.06	2.35
