2.47	2.23
3.22	3.64
3.94	4.33
4.78	3.62
5.50	4.33
6.36	7.38
7.07	7.31
3.77	3.66
4.24	4.27
2.35	2.30
3.85	5.09
4.69	9.44
4.92	9.74
1.54	1.12
2.41	7.66
2.71	3.10
3.19	3.35
3.27	3.51
4.62	4.85
0.50	-2.98
1.28	0.69
2.80	4.14
3.72	4.39
2.85	4.03
3.66	4.90
4.28	5.65
4.17	5.99
4.41	5.73
4.38	6.19
-1.24	-1.98
-0.65	-0.33
-1.86	-2.04
0.19	0.96
-0.14	1.00
0.99	0.86
0.27	0.97
1.93	2.09
2.07	3.01
2.70	3.82
2.62	3.89
2.71	4.15
2.70	4.07
3.51	4.18
0.14	-0.31
0.46	1.13
-0.16	-1.31
1.13	1.85
1.97	0.92
2.63	1.37
-0.29	-0.25
1.28	3.28
3.02	4.45
0.69	0.94
1.44	2.30
2.11	4.42
-0.70	-1.07
0.14	0.87
0.33	0.92
0.82	1.08
0.95	2.22
1.73	2.62
1.64	3.27
2.61	3.29
-0.35	-0.31
0.39	0.94
1.22	0.80
2.06	2.69
2.61	3.16
0.04	-0.49
0.22	0.12
1.13	0.70
0.96	1.01
1.76	2.36
1.69	2.62
2.56	3.96
2.41	3.28
-0.41	-0.41
0.38	0.92
0.37	-0.30
-1.60	-2.47
1.04	0.43
0.68	-1.52
2.36	2.95
0.64	1.61
0.30	-2.77
1.22	2.95
1.51	1.95
1.63	1.82
1.66	1.86
2.26	4.65
-0.74	1.63
-0.19	3.68
0.61	4.27
1.99	3.73
0.22	-0.54
1.10	0.95
1.09	-0.38
2.03	-0.38
2.47	3.25
3.44	5.18
2.41	2.04
2.66	3.54
3.74	5.47
0.19	0.94
-0.94	-0.61
-1.18	-1.80
1.88	3.54
1.88	3.43
1.02	1.39
3.09	4.25
1.71	1.61
2.74	3.11
1.95	2.18
3.44	4.13
2.58	2.83
2.79	3.71
2.59	2.94
2.54	2.18
2.85	2.29
3.36	2.76
3.88	5.28
4.65	6.20
4.66	6.80
1.61	1.32
2.07	1.91
3.64	4.31
2.20	3.24
2.86	2.88
2.92	3.30
3.75	4.31
4.60	4.79
4.00	5.25
5.17	6.73
2.54	3.05
1.47	2.34
1.66	3.18
3.14	2.86
4.29	3.57
4.31	3.40
0.50	0.83
0.96	2.10
1.99	2.10
3.46	4.26
1.16	0.92
-0.78	-0.82
-2.82	-1.20
0.89	-0.83
4.04	4.68
3.50	4.21
1.09	1.68
2.47	3.30
3.43	5.43
2.44	2.17
3.99	6.39
2.94	3.63
3.45	3.72
-0.44	-0.49
3.06	2.62
